sample_id,image_path,material_label,c1_label
minc_glass_1379,images/glass/glass_001379.jpg,glass,glass
minc_glass_0519,images/glass/glass_000519.jpg,glass,glass
minc_glass_0170,images/glass/glass_000170.jpg,glass,glass
minc_glass_0164,images/glass/glass_000164.jpg,glass,glass
minc_glass_0032,images/glass/glass_000032.jpg,glass,glass
minc_glass_1576,images/glass/glass_001576.jpg,glass,glass
minc_glass_2069,images/glass/glass_002069.jpg,glass,glass
minc_glass_2139,images/glass/glass_002139.jpg,glass,glass
minc_glass_2006,images/glass/glass_002006.jpg,glass,glass
minc_glass_1277,images/glass/glass_001277.jpg,glass,glass
minc_glass_0208,images/glass/glass_000208.jpg,glass,glass
minc_glass_0466,images/glass/glass_000466.jpg,glass,glass
minc_glass_1503,images/glass/glass_001503.jpg,glass,glass
minc_glass_1144,images/glass/glass_001144.jpg,glass,glass
minc_glass_0540,images/glass/glass_000540.jpg,glass,glass
minc_glass_0907,images/glass/glass_000907.jpg,glass,glass
minc_glass_1295,images/glass/glass_001295.jpg,glass,glass
minc_glass_1954,images/glass/glass_001954.jpg,glass,glass
minc_glass_1232,images/glass/glass_001232.jpg,glass,glass
minc_glass_1116,images/glass/glass_001116.jpg,glass,glass
minc_glass_0141,images/glass/glass_000141.jpg,glass,glass
minc_glass_2065,images/glass/glass_002065.jpg,glass,glass
minc_glass_1414,images/glass/glass_001414.jpg,glass,glass
minc_glass_2123,images/glass/glass_002123.jpg,glass,glass
minc_glass_1653,images/glass/glass_001653.jpg,glass,glass
minc_glass_1065,images/glass/glass_001065.jpg,glass,glass
minc_glass_2454,images/glass/glass_002454.jpg,glass,glass
minc_glass_1521,images/glass/glass_001521.jpg,glass,glass
minc_glass_1678,images/glass/glass_001678.jpg,glass,glass
minc_glass_1625,images/glass/glass_001625.jpg,glass,glass
minc_glass_1989,images/glass/glass_001989.jpg,glass,glass
minc_glass_1471,images/glass/glass_001471.jpg,glass,glass
minc_glass_2453,images/glass/glass_002453.jpg,glass,glass
minc_glass_1901,images/glass/glass_001901.jpg,glass,glass
minc_glass_1538,images/glass/glass_001538.jpg,glass,glass
minc_glass_2299,images/glass/glass_002299.jpg,glass,glass
minc_glass_0411,images/glass/glass_000411.jpg,glass,glass
minc_glass_0908,images/glass/glass_000908.jpg,glass,glass
minc_glass_0536,images/glass/glass_000536.jpg,glass,glass
minc_glass_0038,images/glass/glass_000038.jpg,glass,glass
minc_glass_1703,images/glass/glass_001703.jpg,glass,glass
minc_glass_0851,images/glass/glass_000851.jpg,glass,glass
minc_glass_2085,images/glass/glass_002085.jpg,glass,glass
minc_glass_0307,images/glass/glass_000307.jpg,glass,glass
minc_glass_1580,images/glass/glass_001580.jpg,glass,glass
minc_glass_0400,images/glass/glass_000400.jpg,glass,glass
minc_glass_2179,images/glass/glass_002179.jpg,glass,glass
minc_glass_2496,images/glass/glass_002496.jpg,glass,glass
minc_glass_0352,images/glass/glass_000352.jpg,glass,glass
minc_glass_1352,images/glass/glass_001352.jpg,glass,glass
minc_glass_0657,images/glass/glass_000657.jpg,glass,glass
minc_glass_2028,images/glass/glass_002028.jpg,glass,glass
minc_glass_0950,images/glass/glass_000950.jpg,glass,glass
minc_glass_0237,images/glass/glass_000237.jpg,glass,glass
minc_glass_1947,images/glass/glass_001947.jpg,glass,glass
minc_glass_1010,images/glass/glass_001010.jpg,glass,glass
minc_glass_2084,images/glass/glass_002084.jpg,glass,glass
minc_glass_0916,images/glass/glass_000916.jpg,glass,glass
minc_glass_0638,images/glass/glass_000638.jpg,glass,glass
minc_glass_0105,images/glass/glass_000105.jpg,glass,glass
minc_glass_2173,images/glass/glass_002173.jpg,glass,glass
minc_glass_1794,images/glass/glass_001794.jpg,glass,glass
minc_glass_1318,images/glass/glass_001318.jpg,glass,glass
minc_glass_0628,images/glass/glass_000628.jpg,glass,glass
minc_glass_0216,images/glass/glass_000216.jpg,glass,glass
minc_glass_0324,images/glass/glass_000324.jpg,glass,glass
minc_glass_1223,images/glass/glass_001223.jpg,glass,glass
minc_glass_1667,images/glass/glass_001667.jpg,glass,glass
minc_glass_2274,images/glass/glass_002274.jpg,glass,glass
minc_glass_0455,images/glass/glass_000455.jpg,glass,glass
minc_glass_0924,images/glass/glass_000924.jpg,glass,glass
minc_glass_0752,images/glass/glass_000752.jpg,glass,glass
minc_glass_0574,images/glass/glass_000574.jpg,glass,glass
minc_glass_1771,images/glass/glass_001771.jpg,glass,glass
minc_glass_1423,images/glass/glass_001423.jpg,glass,glass
minc_glass_0037,images/glass/glass_000037.jpg,glass,glass
minc_glass_0074,images/glass/glass_000074.jpg,glass,glass
minc_glass_0619,images/glass/glass_000619.jpg,glass,glass
minc_glass_0598,images/glass/glass_000598.jpg,glass,glass
minc_glass_1246,images/glass/glass_001246.jpg,glass,glass
minc_glass_1463,images/glass/glass_001463.jpg,glass,glass
minc_glass_2483,images/glass/glass_002483.jpg,glass,glass
minc_glass_1454,images/glass/glass_001454.jpg,glass,glass
minc_glass_1715,images/glass/glass_001715.jpg,glass,glass
minc_glass_0422,images/glass/glass_000422.jpg,glass,glass
minc_glass_1851,images/glass/glass_001851.jpg,glass,glass
minc_glass_0251,images/glass/glass_000251.jpg,glass,glass
minc_glass_1400,images/glass/glass_001400.jpg,glass,glass
minc_glass_2034,images/glass/glass_002034.jpg,glass,glass
minc_glass_2373,images/glass/glass_002373.jpg,glass,glass
minc_glass_1849,images/glass/glass_001849.jpg,glass,glass
minc_glass_0625,images/glass/glass_000625.jpg,glass,glass
minc_glass_1926,images/glass/glass_001926.jpg,glass,glass
minc_glass_1863,images/glass/glass_001863.jpg,glass,glass
minc_glass_2168,images/glass/glass_002168.jpg,glass,glass
minc_glass_2263,images/glass/glass_002263.jpg,glass,glass
minc_glass_0186,images/glass/glass_000186.jpg,glass,glass
minc_glass_1938,images/glass/glass_001938.jpg,glass,glass
minc_glass_2132,images/glass/glass_002132.jpg,glass,glass
minc_glass_2301,images/glass/glass_002301.jpg,glass,glass
minc_glass_0675,images/glass/glass_000675.jpg,glass,glass
minc_glass_2117,images/glass/glass_002117.jpg,glass,glass
minc_glass_1417,images/glass/glass_001417.jpg,glass,glass
minc_glass_0463,images/glass/glass_000463.jpg,glass,glass
minc_glass_2481,images/glass/glass_002481.jpg,glass,glass
minc_glass_0086,images/glass/glass_000086.jpg,glass,glass
minc_glass_2352,images/glass/glass_002352.jpg,glass,glass
minc_glass_1913,images/glass/glass_001913.jpg,glass,glass
minc_glass_0830,images/glass/glass_000830.jpg,glass,glass
minc_glass_0982,images/glass/glass_000982.jpg,glass,glass
minc_glass_1549,images/glass/glass_001549.jpg,glass,glass
minc_glass_0582,images/glass/glass_000582.jpg,glass,glass
minc_glass_1036,images/glass/glass_001036.jpg,glass,glass
minc_glass_2278,images/glass/glass_002278.jpg,glass,glass
minc_glass_1278,images/glass/glass_001278.jpg,glass,glass
minc_glass_1841,images/glass/glass_001841.jpg,glass,glass
minc_glass_0727,images/glass/glass_000727.jpg,glass,glass
minc_glass_0449,images/glass/glass_000449.jpg,glass,glass
minc_glass_0350,images/glass/glass_000350.jpg,glass,glass
minc_glass_0658,images/glass/glass_000658.jpg,glass,glass
minc_glass_1745,images/glass/glass_001745.jpg,glass,glass
minc_glass_0381,images/glass/glass_000381.jpg,glass,glass
minc_glass_0412,images/glass/glass_000412.jpg,glass,glass
minc_glass_1599,images/glass/glass_001599.jpg,glass,glass
minc_glass_1279,images/glass/glass_001279.jpg,glass,glass
minc_glass_0902,images/glass/glass_000902.jpg,glass,glass
minc_glass_1888,images/glass/glass_001888.jpg,glass,glass
minc_glass_2161,images/glass/glass_002161.jpg,glass,glass
minc_glass_1269,images/glass/glass_001269.jpg,glass,glass
minc_glass_1002,images/glass/glass_001002.jpg,glass,glass
minc_glass_0634,images/glass/glass_000634.jpg,glass,glass
minc_glass_0316,images/glass/glass_000316.jpg,glass,glass
minc_glass_2396,images/glass/glass_002396.jpg,glass,glass
minc_glass_0273,images/glass/glass_000273.jpg,glass,glass
minc_glass_1386,images/glass/glass_001386.jpg,glass,glass
minc_glass_1058,images/glass/glass_001058.jpg,glass,glass
minc_glass_0688,images/glass/glass_000688.jpg,glass,glass
minc_glass_2033,images/glass/glass_002033.jpg,glass,glass
minc_glass_0287,images/glass/glass_000287.jpg,glass,glass
minc_glass_1632,images/glass/glass_001632.jpg,glass,glass
minc_glass_2216,images/glass/glass_002216.jpg,glass,glass
minc_glass_1823,images/glass/glass_001823.jpg,glass,glass
minc_glass_2392,images/glass/glass_002392.jpg,glass,glass
minc_glass_2247,images/glass/glass_002247.jpg,glass,glass
minc_glass_2378,images/glass/glass_002378.jpg,glass,glass
minc_glass_2439,images/glass/glass_002439.jpg,glass,glass
minc_glass_0289,images/glass/glass_000289.jpg,glass,glass
minc_glass_1624,images/glass/glass_001624.jpg,glass,glass
minc_glass_1570,images/glass/glass_001570.jpg,glass,glass
minc_glass_1136,images/glass/glass_001136.jpg,glass,glass
minc_glass_1025,images/glass/glass_001025.jpg,glass,glass
minc_glass_0527,images/glass/glass_000527.jpg,glass,glass
minc_glass_1939,images/glass/glass_001939.jpg,glass,glass
minc_glass_0169,images/glass/glass_000169.jpg,glass,glass
minc_glass_0335,images/glass/glass_000335.jpg,glass,glass
minc_glass_1128,images/glass/glass_001128.jpg,glass,glass
minc_glass_2119,images/glass/glass_002119.jpg,glass,glass
minc_glass_0019,images/glass/glass_000019.jpg,glass,glass
minc_glass_1921,images/glass/glass_001921.jpg,glass,glass
minc_glass_0671,images/glass/glass_000671.jpg,glass,glass
minc_glass_0592,images/glass/glass_000592.jpg,glass,glass
minc_glass_0034,images/glass/glass_000034.jpg,glass,glass
minc_glass_0995,images/glass/glass_000995.jpg,glass,glass
minc_glass_0448,images/glass/glass_000448.jpg,glass,glass
minc_glass_1892,images/glass/glass_001892.jpg,glass,glass
minc_glass_0604,images/glass/glass_000604.jpg,glass,glass
minc_glass_1388,images/glass/glass_001388.jpg,glass,glass
minc_glass_1291,images/glass/glass_001291.jpg,glass,glass
minc_glass_2287,images/glass/glass_002287.jpg,glass,glass
minc_glass_1997,images/glass/glass_001997.jpg,glass,glass
minc_glass_1467,images/glass/glass_001467.jpg,glass,glass
minc_glass_2410,images/glass/glass_002410.jpg,glass,glass
minc_glass_2182,images/glass/glass_002182.jpg,glass,glass
minc_glass_2280,images/glass/glass_002280.jpg,glass,glass
minc_glass_0526,images/glass/glass_000526.jpg,glass,glass
minc_glass_1140,images/glass/glass_001140.jpg,glass,glass
minc_glass_1711,images/glass/glass_001711.jpg,glass,glass
minc_glass_1393,images/glass/glass_001393.jpg,glass,glass
minc_glass_0947,images/glass/glass_000947.jpg,glass,glass
minc_glass_2261,images/glass/glass_002261.jpg,glass,glass
minc_glass_0936,images/glass/glass_000936.jpg,glass,glass
minc_glass_1811,images/glass/glass_001811.jpg,glass,glass
minc_glass_2414,images/glass/glass_002414.jpg,glass,glass
minc_glass_1790,images/glass/glass_001790.jpg,glass,glass
minc_glass_1949,images/glass/glass_001949.jpg,glass,glass
minc_glass_0626,images/glass/glass_000626.jpg,glass,glass
minc_glass_1990,images/glass/glass_001990.jpg,glass,glass
minc_glass_2303,images/glass/glass_002303.jpg,glass,glass
minc_glass_2213,images/glass/glass_002213.jpg,glass,glass
minc_glass_1964,images/glass/glass_001964.jpg,glass,glass
minc_glass_0192,images/glass/glass_000192.jpg,glass,glass
minc_glass_0545,images/glass/glass_000545.jpg,glass,glass
minc_glass_0701,images/glass/glass_000701.jpg,glass,glass
minc_glass_1749,images/glass/glass_001749.jpg,glass,glass
minc_glass_2361,images/glass/glass_002361.jpg,glass,glass
minc_glass_1510,images/glass/glass_001510.jpg,glass,glass
minc_glass_1796,images/glass/glass_001796.jpg,glass,glass
minc_glass_1314,images/glass/glass_001314.jpg,glass,glass
minc_glass_0016,images/glass/glass_000016.jpg,glass,glass
minc_glass_0504,images/glass/glass_000504.jpg,glass,glass
minc_glass_0505,images/glass/glass_000505.jpg,glass,glass
minc_glass_0264,images/glass/glass_000264.jpg,glass,glass
minc_glass_1828,images/glass/glass_001828.jpg,glass,glass
minc_glass_0674,images/glass/glass_000674.jpg,glass,glass
minc_glass_2358,images/glass/glass_002358.jpg,glass,glass
minc_glass_2126,images/glass/glass_002126.jpg,glass,glass
minc_glass_1950,images/glass/glass_001950.jpg,glass,glass
minc_glass_2049,images/glass/glass_002049.jpg,glass,glass
minc_glass_0572,images/glass/glass_000572.jpg,glass,glass
minc_glass_0984,images/glass/glass_000984.jpg,glass,glass
minc_glass_1819,images/glass/glass_001819.jpg,glass,glass
minc_glass_2393,images/glass/glass_002393.jpg,glass,glass
minc_glass_0425,images/glass/glass_000425.jpg,glass,glass
minc_glass_1176,images/glass/glass_001176.jpg,glass,glass
minc_glass_0934,images/glass/glass_000934.jpg,glass,glass
minc_glass_2040,images/glass/glass_002040.jpg,glass,glass
minc_glass_0214,images/glass/glass_000214.jpg,glass,glass
minc_glass_1335,images/glass/glass_001335.jpg,glass,glass
minc_glass_0262,images/glass/glass_000262.jpg,glass,glass
minc_glass_0036,images/glass/glass_000036.jpg,glass,glass
minc_glass_2499,images/glass/glass_002499.jpg,glass,glass
minc_glass_0252,images/glass/glass_000252.jpg,glass,glass
minc_glass_1412,images/glass/glass_001412.jpg,glass,glass
minc_glass_1634,images/glass/glass_001634.jpg,glass,glass
minc_glass_0083,images/glass/glass_000083.jpg,glass,glass
minc_glass_0643,images/glass/glass_000643.jpg,glass,glass
minc_glass_1883,images/glass/glass_001883.jpg,glass,glass
minc_glass_2096,images/glass/glass_002096.jpg,glass,glass
minc_glass_1795,images/glass/glass_001795.jpg,glass,glass
minc_glass_2485,images/glass/glass_002485.jpg,glass,glass
minc_glass_1040,images/glass/glass_001040.jpg,glass,glass
minc_glass_2282,images/glass/glass_002282.jpg,glass,glass
minc_glass_0919,images/glass/glass_000919.jpg,glass,glass
minc_glass_2495,images/glass/glass_002495.jpg,glass,glass
minc_glass_1803,images/glass/glass_001803.jpg,glass,glass
minc_glass_1428,images/glass/glass_001428.jpg,glass,glass
minc_glass_2151,images/glass/glass_002151.jpg,glass,glass
minc_glass_0530,images/glass/glass_000530.jpg,glass,glass
minc_glass_1814,images/glass/glass_001814.jpg,glass,glass
minc_glass_1777,images/glass/glass_001777.jpg,glass,glass
minc_glass_1784,images/glass/glass_001784.jpg,glass,glass
minc_glass_1446,images/glass/glass_001446.jpg,glass,glass
minc_glass_1902,images/glass/glass_001902.jpg,glass,glass
minc_glass_0549,images/glass/glass_000549.jpg,glass,glass
minc_glass_2273,images/glass/glass_002273.jpg,glass,glass
minc_glass_0421,images/glass/glass_000421.jpg,glass,glass
minc_glass_1082,images/glass/glass_001082.jpg,glass,glass
minc_glass_0655,images/glass/glass_000655.jpg,glass,glass
minc_glass_0857,images/glass/glass_000857.jpg,glass,glass
minc_glass_1589,images/glass/glass_001589.jpg,glass,glass
minc_glass_1590,images/glass/glass_001590.jpg,glass,glass
minc_glass_1642,images/glass/glass_001642.jpg,glass,glass
minc_glass_1739,images/glass/glass_001739.jpg,glass,glass
minc_glass_0474,images/glass/glass_000474.jpg,glass,glass
minc_glass_0646,images/glass/glass_000646.jpg,glass,glass
minc_glass_0991,images/glass/glass_000991.jpg,glass,glass
minc_glass_1523,images/glass/glass_001523.jpg,glass,glass
minc_glass_1914,images/glass/glass_001914.jpg,glass,glass
minc_glass_1096,images/glass/glass_001096.jpg,glass,glass
minc_glass_2470,images/glass/glass_002470.jpg,glass,glass
minc_glass_2284,images/glass/glass_002284.jpg,glass,glass
minc_glass_2271,images/glass/glass_002271.jpg,glass,glass
minc_glass_0881,images/glass/glass_000881.jpg,glass,glass
minc_glass_1217,images/glass/glass_001217.jpg,glass,glass
minc_glass_2105,images/glass/glass_002105.jpg,glass,glass
minc_glass_2053,images/glass/glass_002053.jpg,glass,glass
minc_glass_0078,images/glass/glass_000078.jpg,glass,glass
minc_glass_0197,images/glass/glass_000197.jpg,glass,glass
minc_glass_2300,images/glass/glass_002300.jpg,glass,glass
minc_glass_0729,images/glass/glass_000729.jpg,glass,glass
minc_glass_1209,images/glass/glass_001209.jpg,glass,glass
minc_glass_2468,images/glass/glass_002468.jpg,glass,glass
minc_glass_1101,images/glass/glass_001101.jpg,glass,glass
minc_glass_2326,images/glass/glass_002326.jpg,glass,glass
minc_glass_1234,images/glass/glass_001234.jpg,glass,glass
minc_glass_1737,images/glass/glass_001737.jpg,glass,glass
minc_glass_0735,images/glass/glass_000735.jpg,glass,glass
minc_glass_0712,images/glass/glass_000712.jpg,glass,glass
minc_glass_0588,images/glass/glass_000588.jpg,glass,glass
minc_glass_1649,images/glass/glass_001649.jpg,glass,glass
minc_glass_0898,images/glass/glass_000898.jpg,glass,glass
minc_glass_0883,images/glass/glass_000883.jpg,glass,glass
minc_glass_1131,images/glass/glass_001131.jpg,glass,glass
minc_glass_1456,images/glass/glass_001456.jpg,glass,glass
minc_glass_0669,images/glass/glass_000669.jpg,glass,glass
minc_glass_0605,images/glass/glass_000605.jpg,glass,glass
minc_glass_0747,images/glass/glass_000747.jpg,glass,glass
minc_glass_0576,images/glass/glass_000576.jpg,glass,glass
minc_glass_2368,images/glass/glass_002368.jpg,glass,glass
minc_glass_1912,images/glass/glass_001912.jpg,glass,glass
minc_glass_0640,images/glass/glass_000640.jpg,glass,glass
minc_glass_1734,images/glass/glass_001734.jpg,glass,glass
minc_glass_2444,images/glass/glass_002444.jpg,glass,glass
minc_glass_0644,images/glass/glass_000644.jpg,glass,glass
minc_glass_1190,images/glass/glass_001190.jpg,glass,glass
minc_glass_0539,images/glass/glass_000539.jpg,glass,glass
minc_glass_0590,images/glass/glass_000590.jpg,glass,glass
minc_glass_0905,images/glass/glass_000905.jpg,glass,glass
minc_glass_0517,images/glass/glass_000517.jpg,glass,glass
minc_glass_1300,images/glass/glass_001300.jpg,glass,glass
minc_glass_0427,images/glass/glass_000427.jpg,glass,glass
minc_glass_1700,images/glass/glass_001700.jpg,glass,glass
minc_glass_0781,images/glass/glass_000781.jpg,glass,glass
minc_glass_1824,images/glass/glass_001824.jpg,glass,glass
minc_glass_0899,images/glass/glass_000899.jpg,glass,glass
minc_glass_0461,images/glass/glass_000461.jpg,glass,glass
minc_glass_0866,images/glass/glass_000866.jpg,glass,glass
minc_glass_2055,images/glass/glass_002055.jpg,glass,glass
minc_glass_1208,images/glass/glass_001208.jpg,glass,glass
minc_glass_0560,images/glass/glass_000560.jpg,glass,glass
minc_glass_0106,images/glass/glass_000106.jpg,glass,glass
minc_glass_1614,images/glass/glass_001614.jpg,glass,glass
minc_glass_0328,images/glass/glass_000328.jpg,glass,glass
minc_glass_2181,images/glass/glass_002181.jpg,glass,glass
minc_glass_0323,images/glass/glass_000323.jpg,glass,glass
minc_glass_0309,images/glass/glass_000309.jpg,glass,glass
minc_glass_1607,images/glass/glass_001607.jpg,glass,glass
minc_glass_0654,images/glass/glass_000654.jpg,glass,glass
minc_glass_1606,images/glass/glass_001606.jpg,glass,glass
minc_glass_0967,images/glass/glass_000967.jpg,glass,glass
minc_glass_2089,images/glass/glass_002089.jpg,glass,glass
minc_glass_2092,images/glass/glass_002092.jpg,glass,glass
minc_glass_0783,images/glass/glass_000783.jpg,glass,glass
minc_glass_2007,images/glass/glass_002007.jpg,glass,glass
minc_glass_0703,images/glass/glass_000703.jpg,glass,glass
minc_glass_0616,images/glass/glass_000616.jpg,glass,glass
minc_glass_2211,images/glass/glass_002211.jpg,glass,glass
minc_glass_2164,images/glass/glass_002164.jpg,glass,glass
minc_glass_1993,images/glass/glass_001993.jpg,glass,glass
minc_glass_1130,images/glass/glass_001130.jpg,glass,glass
minc_glass_0710,images/glass/glass_000710.jpg,glass,glass
minc_glass_2269,images/glass/glass_002269.jpg,glass,glass
minc_glass_1003,images/glass/glass_001003.jpg,glass,glass
minc_glass_1615,images/glass/glass_001615.jpg,glass,glass
minc_glass_1049,images/glass/glass_001049.jpg,glass,glass
minc_glass_2389,images/glass/glass_002389.jpg,glass,glass
minc_glass_0290,images/glass/glass_000290.jpg,glass,glass
minc_glass_1970,images/glass/glass_001970.jpg,glass,glass
minc_glass_2447,images/glass/glass_002447.jpg,glass,glass
minc_glass_2046,images/glass/glass_002046.jpg,glass,glass
minc_glass_2133,images/glass/glass_002133.jpg,glass,glass
minc_glass_0035,images/glass/glass_000035.jpg,glass,glass
minc_glass_0666,images/glass/glass_000666.jpg,glass,glass
minc_glass_0719,images/glass/glass_000719.jpg,glass,glass
minc_glass_1685,images/glass/glass_001685.jpg,glass,glass
minc_glass_0956,images/glass/glass_000956.jpg,glass,glass
minc_glass_2064,images/glass/glass_002064.jpg,glass,glass
minc_glass_1301,images/glass/glass_001301.jpg,glass,glass
minc_glass_2113,images/glass/glass_002113.jpg,glass,glass
minc_glass_2210,images/glass/glass_002210.jpg,glass,glass
minc_glass_2318,images/glass/glass_002318.jpg,glass,glass
minc_glass_1283,images/glass/glass_001283.jpg,glass,glass
minc_glass_0904,images/glass/glass_000904.jpg,glass,glass
minc_glass_1543,images/glass/glass_001543.jpg,glass,glass
minc_glass_1475,images/glass/glass_001475.jpg,glass,glass
minc_glass_1617,images/glass/glass_001617.jpg,glass,glass
minc_glass_1579,images/glass/glass_001579.jpg,glass,glass
minc_glass_0291,images/glass/glass_000291.jpg,glass,glass
minc_glass_1158,images/glass/glass_001158.jpg,glass,glass
minc_glass_2294,images/glass/glass_002294.jpg,glass,glass
minc_glass_1495,images/glass/glass_001495.jpg,glass,glass
minc_glass_1750,images/glass/glass_001750.jpg,glass,glass
minc_glass_0786,images/glass/glass_000786.jpg,glass,glass
minc_glass_2183,images/glass/glass_002183.jpg,glass,glass
minc_glass_0029,images/glass/glass_000029.jpg,glass,glass
minc_glass_1322,images/glass/glass_001322.jpg,glass,glass
minc_glass_0062,images/glass/glass_000062.jpg,glass,glass
minc_glass_0748,images/glass/glass_000748.jpg,glass,glass
minc_glass_2245,images/glass/glass_002245.jpg,glass,glass
minc_glass_1895,images/glass/glass_001895.jpg,glass,glass
minc_glass_1201,images/glass/glass_001201.jpg,glass,glass
minc_glass_1439,images/glass/glass_001439.jpg,glass,glass
minc_glass_2293,images/glass/glass_002293.jpg,glass,glass
minc_glass_2240,images/glass/glass_002240.jpg,glass,glass
minc_glass_2306,images/glass/glass_002306.jpg,glass,glass
minc_glass_0391,images/glass/glass_000391.jpg,glass,glass
minc_glass_1435,images/glass/glass_001435.jpg,glass,glass
minc_glass_0492,images/glass/glass_000492.jpg,glass,glass
minc_glass_2215,images/glass/glass_002215.jpg,glass,glass
minc_glass_1289,images/glass/glass_001289.jpg,glass,glass
minc_glass_1673,images/glass/glass_001673.jpg,glass,glass
minc_glass_0094,images/glass/glass_000094.jpg,glass,glass
minc_glass_0596,images/glass/glass_000596.jpg,glass,glass
minc_glass_0557,images/glass/glass_000557.jpg,glass,glass
minc_glass_1844,images/glass/glass_001844.jpg,glass,glass
minc_glass_0568,images/glass/glass_000568.jpg,glass,glass
minc_glass_2332,images/glass/glass_002332.jpg,glass,glass
minc_glass_0175,images/glass/glass_000175.jpg,glass,glass
minc_glass_2081,images/glass/glass_002081.jpg,glass,glass
minc_glass_1395,images/glass/glass_001395.jpg,glass,glass
minc_glass_0853,images/glass/glass_000853.jpg,glass,glass
minc_glass_2424,images/glass/glass_002424.jpg,glass,glass
minc_glass_1273,images/glass/glass_001273.jpg,glass,glass
minc_glass_2147,images/glass/glass_002147.jpg,glass,glass
minc_glass_0631,images/glass/glass_000631.jpg,glass,glass
minc_glass_0093,images/glass/glass_000093.jpg,glass,glass
minc_glass_0986,images/glass/glass_000986.jpg,glass,glass
minc_glass_0711,images/glass/glass_000711.jpg,glass,glass
minc_glass_1366,images/glass/glass_001366.jpg,glass,glass
minc_glass_1911,images/glass/glass_001911.jpg,glass,glass
minc_glass_0171,images/glass/glass_000171.jpg,glass,glass
minc_glass_1798,images/glass/glass_001798.jpg,glass,glass
minc_glass_0168,images/glass/glass_000168.jpg,glass,glass
minc_glass_1884,images/glass/glass_001884.jpg,glass,glass
minc_glass_0430,images/glass/glass_000430.jpg,glass,glass
minc_glass_1276,images/glass/glass_001276.jpg,glass,glass
minc_glass_2196,images/glass/glass_002196.jpg,glass,glass
minc_glass_0486,images/glass/glass_000486.jpg,glass,glass
minc_glass_1979,images/glass/glass_001979.jpg,glass,glass
minc_glass_0374,images/glass/glass_000374.jpg,glass,glass
minc_glass_2135,images/glass/glass_002135.jpg,glass,glass
minc_glass_1029,images/glass/glass_001029.jpg,glass,glass
minc_glass_2037,images/glass/glass_002037.jpg,glass,glass
minc_glass_0023,images/glass/glass_000023.jpg,glass,glass
minc_glass_1125,images/glass/glass_001125.jpg,glass,glass
minc_glass_2476,images/glass/glass_002476.jpg,glass,glass
minc_glass_0543,images/glass/glass_000543.jpg,glass,glass
minc_glass_0531,images/glass/glass_000531.jpg,glass,glass
minc_glass_0173,images/glass/glass_000173.jpg,glass,glass
minc_glass_0845,images/glass/glass_000845.jpg,glass,glass
minc_glass_1387,images/glass/glass_001387.jpg,glass,glass
minc_glass_1084,images/glass/glass_001084.jpg,glass,glass
minc_glass_0694,images/glass/glass_000694.jpg,glass,glass
minc_glass_1398,images/glass/glass_001398.jpg,glass,glass
minc_glass_0762,images/glass/glass_000762.jpg,glass,glass
minc_glass_0854,images/glass/glass_000854.jpg,glass,glass
minc_glass_0770,images/glass/glass_000770.jpg,glass,glass
minc_glass_1633,images/glass/glass_001633.jpg,glass,glass
minc_glass_2236,images/glass/glass_002236.jpg,glass,glass
minc_glass_0824,images/glass/glass_000824.jpg,glass,glass
minc_glass_0822,images/glass/glass_000822.jpg,glass,glass
minc_glass_2428,images/glass/glass_002428.jpg,glass,glass
minc_glass_1935,images/glass/glass_001935.jpg,glass,glass
minc_glass_0691,images/glass/glass_000691.jpg,glass,glass
minc_glass_0683,images/glass/glass_000683.jpg,glass,glass
minc_glass_0697,images/glass/glass_000697.jpg,glass,glass
minc_glass_0358,images/glass/glass_000358.jpg,glass,glass
minc_glass_1934,images/glass/glass_001934.jpg,glass,glass
minc_glass_1498,images/glass/glass_001498.jpg,glass,glass
minc_glass_0457,images/glass/glass_000457.jpg,glass,glass
minc_glass_0057,images/glass/glass_000057.jpg,glass,glass
minc_glass_1482,images/glass/glass_001482.jpg,glass,glass
minc_glass_0113,images/glass/glass_000113.jpg,glass,glass
minc_glass_2316,images/glass/glass_002316.jpg,glass,glass
minc_glass_1252,images/glass/glass_001252.jpg,glass,glass
minc_glass_1449,images/glass/glass_001449.jpg,glass,glass
minc_glass_1531,images/glass/glass_001531.jpg,glass,glass
minc_glass_0801,images/glass/glass_000801.jpg,glass,glass
minc_glass_1369,images/glass/glass_001369.jpg,glass,glass
minc_glass_1055,images/glass/glass_001055.jpg,glass,glass
minc_glass_1652,images/glass/glass_001652.jpg,glass,glass
minc_glass_1618,images/glass/glass_001618.jpg,glass,glass
minc_glass_1585,images/glass/glass_001585.jpg,glass,glass
minc_glass_1237,images/glass/glass_001237.jpg,glass,glass
minc_glass_0480,images/glass/glass_000480.jpg,glass,glass
minc_glass_1068,images/glass/glass_001068.jpg,glass,glass
minc_glass_1709,images/glass/glass_001709.jpg,glass,glass
minc_glass_0659,images/glass/glass_000659.jpg,glass,glass
minc_glass_2239,images/glass/glass_002239.jpg,glass,glass
minc_glass_1628,images/glass/glass_001628.jpg,glass,glass
minc_glass_0134,images/glass/glass_000134.jpg,glass,glass
minc_glass_1600,images/glass/glass_001600.jpg,glass,glass
minc_glass_1788,images/glass/glass_001788.jpg,glass,glass
minc_glass_2044,images/glass/glass_002044.jpg,glass,glass
minc_glass_1142,images/glass/glass_001142.jpg,glass,glass
minc_glass_1753,images/glass/glass_001753.jpg,glass,glass
